# Generado por Generate-LoadTestTags.ps1 el 2026-08-25 18:40 - 500 tags
# Nombres inventados. Decimales con PUNTO (InvariantCulture).
TAG_NAME_OPC_UA;TAG_NAME_OPC_DA;DATA_TYPE;MULTIPLICADOR;OFFSET;EU;SCAN_RATE_MS;DEADBAND;ACCESS_LEVEL;DESCRIPTION;ENABLED
PLANTA_01.EQUIPO_007.PERMISO_ARRANQUE;.PLANTA_01_EQUIPO_007_PERMISO_ARRANQUE;Boolean;1;0;;1000;0;Read;PERMISO_ARRANQUE de EQUIPO_007;True
PLANTA_01.EQUIPO_007.FALLA_GENERAL;.PLANTA_01_EQUIPO_007_FALLA_GENERAL;Boolean;1;0;;1000;0;Read;FALLA_GENERAL de EQUIPO_007;True
PLANTA_01.EQUIPO_007.CONFIRMACION_MARCHA;.PLANTA_01_EQUIPO_007_CONFIRMACION_MARCHA;Boolean;1;0;;1000;0;Read;CONFIRMACION_MARCHA de EQUIPO_007;True
PLANTA_01.EQUIPO_007.SELECTOR_LOCAL_REMOTO;.PLANTA_01_EQUIPO_007_SELECTOR_LOCAL_REMOTO;Boolean;1;0;;1000;0;Read;SELECTOR_LOCAL_REMOTO de EQUIPO_007;True
PLANTA_01.EQUIPO_007.EN_MANTENIMIENTO;.PLANTA_01_EQUIPO_007_EN_MANTENIMIENTO;Boolean;1;0;;1000;0;Read;EN_MANTENIMIENTO de EQUIPO_007;True
PLANTA_01.EQUIPO_007.CONTADOR_ARRANQUES;.PLANTA_01_EQUIPO_007_CONTADOR_ARRANQUES;Int32;1;0;;1000;0;Read;CONTADOR_ARRANQUES de EQUIPO_007;True
PLANTA_01.EQUIPO_007.CONTADOR_ALARMAS;.PLANTA_01_EQUIPO_007_CONTADOR_ALARMAS;Int32;1;0;;1000;0;Read;CONTADOR_ALARMAS de EQUIPO_007;True
PLANTA_01.EQUIPO_007.CODIGO_FALLA;.PLANTA_01_EQUIPO_007_CODIGO_FALLA;Int32;1;0;;1000;0;Read;CODIGO_FALLA de EQUIPO_007;True
PLANTA_01.EQUIPO_007.PASO_SECUENCIA;.PLANTA_01_EQUIPO_007_PASO_SECUENCIA;Int32;1;0;;1000;0;Read;PASO_SECUENCIA de EQUIPO_007;True
PLANTA_01.EQUIPO_007.RECETA_ACTIVA;.PLANTA_01_EQUIPO_007_RECETA_ACTIVA;String;1;0;;1000;0;Read;RECETA_ACTIVA de EQUIPO_007;True
PLANTA_01.EQUIPO_008.PRESION_ENTRADA;.PLANTA_01_EQUIPO_008_PRESION_ENTRADA;Double;1;0;bar;1000;0;Read;PRESION_ENTRADA de EQUIPO_008;True
PLANTA_01.EQUIPO_008.PRESION_SALIDA;.PLANTA_01_EQUIPO_008_PRESION_SALIDA;Double;1;0;bar;1000;0;Read;PRESION_SALIDA de EQUIPO_008;True
PLANTA_01.EQUIPO_008.TEMPERATURA_ENTRADA;.PLANTA_01_EQUIPO_008_TEMPERATURA_ENTRADA;Double;1;0;C;1000;0;Read;TEMPERATURA_ENTRADA de EQUIPO_008;True
PLANTA_01.EQUIPO_008.TEMPERATURA_SALIDA;.PLANTA_01_EQUIPO_008_TEMPERATURA_SALIDA;Double;1.8;32;F;1000;0;Read;TEMPERATURA_SALIDA de EQUIPO_008;True
PLANTA_01.EQUIPO_008.CAUDAL_INSTANTANEO;.PLANTA_01_EQUIPO_008_CAUDAL_INSTANTANEO;Double;1;0;m3h;1000;0;Read;CAUDAL_INSTANTANEO de EQUIPO_008;True
PLANTA_01.EQUIPO_008.CAUDAL_TOTALIZADO;.PLANTA_01_EQUIPO_008_CAUDAL_TOTALIZADO;Double;0.001;0;m3;1000;0;Read;CAUDAL_TOTALIZADO de EQUIPO_008;True
PLANTA_01.EQUIPO_008.NIVEL_TANQUE;.PLANTA_01_EQUIPO_008_NIVEL_TANQUE;Double;0.01;0;pct;1000;0;Read;NIVEL_TANQUE de EQUIPO_008;True
PLANTA_01.EQUIPO_008.VIBRACION_X;.PLANTA_01_EQUIPO_008_VIBRACION_X;Double;0.01;0;mms;1000;0;Read;VIBRACION_X de EQUIPO_008;True
PLANTA_01.EQUIPO_008.VIBRACION_Y;.PLANTA_01_EQUIPO_008_VIBRACION_Y;Double;0.01;0;mms;1000;0;Read;VIBRACION_Y de EQUIPO_008;True
PLANTA_01.EQUIPO_008.CORRIENTE_MOTOR;.PLANTA_01_EQUIPO_008_CORRIENTE_MOTOR;Double;0.1;0;A;1000;0;Read;CORRIENTE_MOTOR de EQUIPO_008;True
PLANTA_01.EQUIPO_008.TENSION_MOTOR;.PLANTA_01_EQUIPO_008_TENSION_MOTOR;Double;1;0;V;1000;0;Read;TENSION_MOTOR de EQUIPO_008;True
PLANTA_01.EQUIPO_008.POTENCIA_ACTIVA;.PLANTA_01_EQUIPO_008_POTENCIA_ACTIVA;Double;0.01;0;kW;1000;0;Read;POTENCIA_ACTIVA de EQUIPO_008;True
PLANTA_01.EQUIPO_008.VELOCIDAD_MOTOR;.PLANTA_01_EQUIPO_008_VELOCIDAD_MOTOR;Double;1;0;rpm;1000;0;Read;VELOCIDAD_MOTOR de EQUIPO_008;True
PLANTA_01.EQUIPO_008.TORQUE;.PLANTA_01_EQUIPO_008_TORQUE;Double;0.1;0;Nm;1000;0;Read;TORQUE de EQUIPO_008;True
PLANTA_01.EQUIPO_008.DENSIDAD;.PLANTA_01_EQUIPO_008_DENSIDAD;Double;1;0;kgm3;1000;0;Read;DENSIDAD de EQUIPO_008;True
PLANTA_01.EQUIPO_008.VISCOSIDAD;.PLANTA_01_EQUIPO_008_VISCOSIDAD;Double;0.01;0;cP;1000;0;Read;VISCOSIDAD de EQUIPO_008;True
PLANTA_01.EQUIPO_008.PH;.PLANTA_01_EQUIPO_008_PH;Double;0.001;0;pH;1000;0;Read;PH de EQUIPO_008;True
PLANTA_01.EQUIPO_008.CONDUCTIVIDAD;.PLANTA_01_EQUIPO_008_CONDUCTIVIDAD;Double;1;0;uScm;1000;0;Read;CONDUCTIVIDAD de EQUIPO_008;True
PLANTA_01.EQUIPO_008.HUMEDAD;.PLANTA_01_EQUIPO_008_HUMEDAD;Double;0.01;0;pct;1000;0;Read;HUMEDAD de EQUIPO_008;True
PLANTA_01.EQUIPO_008.APERTURA_VALVULA;.PLANTA_01_EQUIPO_008_APERTURA_VALVULA;Double;0.01;0;pct;1000;0;Read;APERTURA_VALVULA de EQUIPO_008;True
PLANTA_01.EQUIPO_008.SETPOINT_PRESION;.PLANTA_01_EQUIPO_008_SETPOINT_PRESION;Double;1;0;bar;1000;0;Read;SETPOINT_PRESION de EQUIPO_008;True
PLANTA_01.EQUIPO_008.SETPOINT_TEMPERATURA;.PLANTA_01_EQUIPO_008_SETPOINT_TEMPERATURA;Double;1;0;C;1000;0;Read;SETPOINT_TEMPERATURA de EQUIPO_008;True
PLANTA_01.EQUIPO_008.HORAS_SERVICIO;.PLANTA_01_EQUIPO_008_HORAS_SERVICIO;Double;0.1;0;h;1000;0;Read;HORAS_SERVICIO de EQUIPO_008;True
PLANTA_01.EQUIPO_008.EFICIENCIA;.PLANTA_01_EQUIPO_008_EFICIENCIA;Double;0.01;0;pct;1000;0;Read;EFICIENCIA de EQUIPO_008;True
PLANTA_01.EQUIPO_008.CONSUMO_ESPECIFICO;.PLANTA_01_EQUIPO_008_CONSUMO_ESPECIFICO;Double;0.001;0;kWhm3;1000;0;Read;CONSUMO_ESPECIFICO de EQUIPO_008;True
PLANTA_01.EQUIPO_008.ESTADO_BOMBA;.PLANTA_01_EQUIPO_008_ESTADO_BOMBA;Boolean;1;0;;1000;0;Read;ESTADO_BOMBA de EQUIPO_008;True
PLANTA_01.EQUIPO_008.ESTADO_VALVULA;.PLANTA_01_EQUIPO_008_ESTADO_VALVULA;Boolean;1;0;;1000;0;Read;ESTADO_VALVULA de EQUIPO_008;True
PLANTA_01.EQUIPO_008.ALARMA_ALTA;.PLANTA_01_EQUIPO_008_ALARMA_ALTA;Boolean;1;0;;1000;0;Read;ALARMA_ALTA de EQUIPO_008;True
PLANTA_01.EQUIPO_008.ALARMA_BAJA;.PLANTA_01_EQUIPO_008_ALARMA_BAJA;Boolean;1;0;;1000;0;Read;ALARMA_BAJA de EQUIPO_008;True
PLANTA_01.EQUIPO_008.MODO_AUTOMATICO;.PLANTA_01_EQUIPO_008_MODO_AUTOMATICO;Boolean;1;0;;1000;0;Read;MODO_AUTOMATICO de EQUIPO_008;True
PLANTA_01.EQUIPO_008.PERMISO_ARRANQUE;.PLANTA_01_EQUIPO_008_PERMISO_ARRANQUE;Boolean;1;0;;1000;0;Read;PERMISO_ARRANQUE de EQUIPO_008;True
PLANTA_01.EQUIPO_008.FALLA_GENERAL;.PLANTA_01_EQUIPO_008_FALLA_GENERAL;Boolean;1;0;;1000;0;Read;FALLA_GENERAL de EQUIPO_008;True
PLANTA_01.EQUIPO_008.CONFIRMACION_MARCHA;.PLANTA_01_EQUIPO_008_CONFIRMACION_MARCHA;Boolean;1;0;;1000;0;Read;CONFIRMACION_MARCHA de EQUIPO_008;True
PLANTA_01.EQUIPO_008.SELECTOR_LOCAL_REMOTO;.PLANTA_01_EQUIPO_008_SELECTOR_LOCAL_REMOTO;Boolean;1;0;;1000;0;Read;SELECTOR_LOCAL_REMOTO de EQUIPO_008;True
PLANTA_01.EQUIPO_008.EN_MANTENIMIENTO;.PLANTA_01_EQUIPO_008_EN_MANTENIMIENTO;Boolean;1;0;;1000;0;Read;EN_MANTENIMIENTO de EQUIPO_008;True
PLANTA_01.EQUIPO_008.CONTADOR_ARRANQUES;.PLANTA_01_EQUIPO_008_CONTADOR_ARRANQUES;Int32;1;0;;1000;0;Read;CONTADOR_ARRANQUES de EQUIPO_008;True
PLANTA_01.EQUIPO_008.CONTADOR_ALARMAS;.PLANTA_01_EQUIPO_008_CONTADOR_ALARMAS;Int32;1;0;;1000;0;Read;CONTADOR_ALARMAS de EQUIPO_008;True
PLANTA_01.EQUIPO_008.CODIGO_FALLA;.PLANTA_01_EQUIPO_008_CODIGO_FALLA;Int32;1;0;;1000;0;Read;CODIGO_FALLA de EQUIPO_008;True
PLANTA_01.EQUIPO_008.PASO_SECUENCIA;.PLANTA_01_EQUIPO_008_PASO_SECUENCIA;Int32;1;0;;1000;0;Read;PASO_SECUENCIA de EQUIPO_008;True
PLANTA_01.EQUIPO_008.RECETA_ACTIVA;.PLANTA_01_EQUIPO_008_RECETA_ACTIVA;String;1;0;;1000;0;Read;RECETA_ACTIVA de EQUIPO_008;True
PLANTA_01.EQUIPO_009.PRESION_ENTRADA;.PLANTA_01_EQUIPO_009_PRESION_ENTRADA;Double;1;0;bar;1000;0;Read;PRESION_ENTRADA de EQUIPO_009;True
PLANTA_01.EQUIPO_009.PRESION_SALIDA;.PLANTA_01_EQUIPO_009_PRESION_SALIDA;Double;1;0;bar;1000;0;Read;PRESION_SALIDA de EQUIPO_009;True
PLANTA_01.EQUIPO_009.TEMPERATURA_ENTRADA;.PLANTA_01_EQUIPO_009_TEMPERATURA_ENTRADA;Double;1;0;C;1000;0;Read;TEMPERATURA_ENTRADA de EQUIPO_009;True
PLANTA_01.EQUIPO_009.TEMPERATURA_SALIDA;.PLANTA_01_EQUIPO_009_TEMPERATURA_SALIDA;Double;1.8;32;F;1000;0;Read;TEMPERATURA_SALIDA de EQUIPO_009;True
PLANTA_01.EQUIPO_009.CAUDAL_INSTANTANEO;.PLANTA_01_EQUIPO_009_CAUDAL_INSTANTANEO;Double;1;0;m3h;1000;0;Read;CAUDAL_INSTANTANEO de EQUIPO_009;True
PLANTA_01.EQUIPO_009.CAUDAL_TOTALIZADO;.PLANTA_01_EQUIPO_009_CAUDAL_TOTALIZADO;Double;0.001;0;m3;1000;0;Read;CAUDAL_TOTALIZADO de EQUIPO_009;True
PLANTA_01.EQUIPO_009.NIVEL_TANQUE;.PLANTA_01_EQUIPO_009_NIVEL_TANQUE;Double;0.01;0;pct;1000;0;Read;NIVEL_TANQUE de EQUIPO_009;True
PLANTA_01.EQUIPO_009.VIBRACION_X;.PLANTA_01_EQUIPO_009_VIBRACION_X;Double;0.01;0;mms;1000;0;Read;VIBRACION_X de EQUIPO_009;True
PLANTA_01.EQUIPO_009.VIBRACION_Y;.PLANTA_01_EQUIPO_009_VIBRACION_Y;Double;0.01;0;mms;1000;0;Read;VIBRACION_Y de EQUIPO_009;True
PLANTA_01.EQUIPO_009.CORRIENTE_MOTOR;.PLANTA_01_EQUIPO_009_CORRIENTE_MOTOR;Double;0.1;0;A;1000;0;Read;CORRIENTE_MOTOR de EQUIPO_009;True
PLANTA_01.EQUIPO_009.TENSION_MOTOR;.PLANTA_01_EQUIPO_009_TENSION_MOTOR;Double;1;0;V;1000;0;Read;TENSION_MOTOR de EQUIPO_009;True
PLANTA_01.EQUIPO_009.POTENCIA_ACTIVA;.PLANTA_01_EQUIPO_009_POTENCIA_ACTIVA;Double;0.01;0;kW;1000;0;Read;POTENCIA_ACTIVA de EQUIPO_009;True
PLANTA_01.EQUIPO_009.VELOCIDAD_MOTOR;.PLANTA_01_EQUIPO_009_VELOCIDAD_MOTOR;Double;1;0;rpm;1000;0;Read;VELOCIDAD_MOTOR de EQUIPO_009;True
PLANTA_01.EQUIPO_009.TORQUE;.PLANTA_01_EQUIPO_009_TORQUE;Double;0.1;0;Nm;1000;0;Read;TORQUE de EQUIPO_009;True
PLANTA_01.EQUIPO_009.DENSIDAD;.PLANTA_01_EQUIPO_009_DENSIDAD;Double;1;0;kgm3;1000;0;Read;DENSIDAD de EQUIPO_009;True
PLANTA_01.EQUIPO_009.VISCOSIDAD;.PLANTA_01_EQUIPO_009_VISCOSIDAD;Double;0.01;0;cP;1000;0;Read;VISCOSIDAD de EQUIPO_009;True
PLANTA_01.EQUIPO_009.PH;.PLANTA_01_EQUIPO_009_PH;Double;0.001;0;pH;1000;0;Read;PH de EQUIPO_009;True
PLANTA_01.EQUIPO_009.CONDUCTIVIDAD;.PLANTA_01_EQUIPO_009_CONDUCTIVIDAD;Double;1;0;uScm;1000;0;Read;CONDUCTIVIDAD de EQUIPO_009;True
PLANTA_01.EQUIPO_009.HUMEDAD;.PLANTA_01_EQUIPO_009_HUMEDAD;Double;0.01;0;pct;1000;0;Read;HUMEDAD de EQUIPO_009;True
PLANTA_01.EQUIPO_009.APERTURA_VALVULA;.PLANTA_01_EQUIPO_009_APERTURA_VALVULA;Double;0.01;0;pct;1000;0;Read;APERTURA_VALVULA de EQUIPO_009;True
PLANTA_01.EQUIPO_009.SETPOINT_PRESION;.PLANTA_01_EQUIPO_009_SETPOINT_PRESION;Double;1;0;bar;1000;0;Read;SETPOINT_PRESION de EQUIPO_009;True
PLANTA_01.EQUIPO_009.SETPOINT_TEMPERATURA;.PLANTA_01_EQUIPO_009_SETPOINT_TEMPERATURA;Double;1;0;C;1000;0;Read;SETPOINT_TEMPERATURA de EQUIPO_009;True
PLANTA_01.EQUIPO_009.HORAS_SERVICIO;.PLANTA_01_EQUIPO_009_HORAS_SERVICIO;Double;0.1;0;h;1000;0;Read;HORAS_SERVICIO de EQUIPO_009;True
PLANTA_01.EQUIPO_009.EFICIENCIA;.PLANTA_01_EQUIPO_009_EFICIENCIA;Double;0.01;0;pct;1000;0;Read;EFICIENCIA de EQUIPO_009;True
PLANTA_01.EQUIPO_009.CONSUMO_ESPECIFICO;.PLANTA_01_EQUIPO_009_CONSUMO_ESPECIFICO;Double;0.001;0;kWhm3;1000;0;Read;CONSUMO_ESPECIFICO de EQUIPO_009;True
PLANTA_01.EQUIPO_009.ESTADO_BOMBA;.PLANTA_01_EQUIPO_009_ESTADO_BOMBA;Boolean;1;0;;1000;0;Read;ESTADO_BOMBA de EQUIPO_009;True
PLANTA_01.EQUIPO_009.ESTADO_VALVULA;.PLANTA_01_EQUIPO_009_ESTADO_VALVULA;Boolean;1;0;;1000;0;Read;ESTADO_VALVULA de EQUIPO_009;True
PLANTA_01.EQUIPO_009.ALARMA_ALTA;.PLANTA_01_EQUIPO_009_ALARMA_ALTA;Boolean;1;0;;1000;0;Read;ALARMA_ALTA de EQUIPO_009;True
PLANTA_01.EQUIPO_009.ALARMA_BAJA;.PLANTA_01_EQUIPO_009_ALARMA_BAJA;Boolean;1;0;;1000;0;Read;ALARMA_BAJA de EQUIPO_009;True
PLANTA_01.EQUIPO_009.MODO_AUTOMATICO;.PLANTA_01_EQUIPO_009_MODO_AUTOMATICO;Boolean;1;0;;1000;0;Read;MODO_AUTOMATICO de EQUIPO_009;True
PLANTA_01.EQUIPO_009.PERMISO_ARRANQUE;.PLANTA_01_EQUIPO_009_PERMISO_ARRANQUE;Boolean;1;0;;1000;0;Read;PERMISO_ARRANQUE de EQUIPO_009;True
PLANTA_01.EQUIPO_009.FALLA_GENERAL;.PLANTA_01_EQUIPO_009_FALLA_GENERAL;Boolean;1;0;;1000;0;Read;FALLA_GENERAL de EQUIPO_009;True
PLANTA_01.EQUIPO_009.CONFIRMACION_MARCHA;.PLANTA_01_EQUIPO_009_CONFIRMACION_MARCHA;Boolean;1;0;;1000;0;Read;CONFIRMACION_MARCHA de EQUIPO_009;True
PLANTA_01.EQUIPO_009.SELECTOR_LOCAL_REMOTO;.PLANTA_01_EQUIPO_009_SELECTOR_LOCAL_REMOTO;Boolean;1;0;;1000;0;Read;SELECTOR_LOCAL_REMOTO de EQUIPO_009;True
PLANTA_01.EQUIPO_009.EN_MANTENIMIENTO;.PLANTA_01_EQUIPO_009_EN_MANTENIMIENTO;Boolean;1;0;;1000;0;Read;EN_MANTENIMIENTO de EQUIPO_009;True
PLANTA_01.EQUIPO_009.CONTADOR_ARRANQUES;.PLANTA_01_EQUIPO_009_CONTADOR_ARRANQUES;Int32;1;0;;1000;0;Read;CONTADOR_ARRANQUES de EQUIPO_009;True
PLANTA_01.EQUIPO_009.CONTADOR_ALARMAS;.PLANTA_01_EQUIPO_009_CONTADOR_ALARMAS;Int32;1;0;;1000;0;Read;CONTADOR_ALARMAS de EQUIPO_009;True
PLANTA_01.EQUIPO_009.CODIGO_FALLA;.PLANTA_01_EQUIPO_009_CODIGO_FALLA;Int32;1;0;;1000;0;Read;CODIGO_FALLA de EQUIPO_009;True
PLANTA_01.EQUIPO_009.PASO_SECUENCIA;.PLANTA_01_EQUIPO_009_PASO_SECUENCIA;Int32;1;0;;1000;0;Read;PASO_SECUENCIA de EQUIPO_009;True
PLANTA_01.EQUIPO_009.RECETA_ACTIVA;.PLANTA_01_EQUIPO_009_RECETA_ACTIVA;String;1;0;;1000;0;Read;RECETA_ACTIVA de EQUIPO_009;True
PLANTA_01.EQUIPO_010.PRESION_ENTRADA;.PLANTA_01_EQUIPO_010_PRESION_ENTRADA;Double;1;0;bar;1000;0;Read;PRESION_ENTRADA de EQUIPO_010;True
PLANTA_01.EQUIPO_010.PRESION_SALIDA;.PLANTA_01_EQUIPO_010_PRESION_SALIDA;Double;1;0;bar;1000;0;Read;PRESION_SALIDA de EQUIPO_010;True
PLANTA_01.EQUIPO_010.TEMPERATURA_ENTRADA;.PLANTA_01_EQUIPO_010_TEMPERATURA_ENTRADA;Double;1;0;C;1000;0;Read;TEMPERATURA_ENTRADA de EQUIPO_010;True
PLANTA_01.EQUIPO_010.TEMPERATURA_SALIDA;.PLANTA_01_EQUIPO_010_TEMPERATURA_SALIDA;Double;1.8;32;F;1000;0;Read;TEMPERATURA_SALIDA de EQUIPO_010;True
PLANTA_01.EQUIPO_010.CAUDAL_INSTANTANEO;.PLANTA_01_EQUIPO_010_CAUDAL_INSTANTANEO;Double;1;0;m3h;1000;0;Read;CAUDAL_INSTANTANEO de EQUIPO_010;True
PLANTA_01.EQUIPO_010.CAUDAL_TOTALIZADO;.PLANTA_01_EQUIPO_010_CAUDAL_TOTALIZADO;Double;0.001;0;m3;1000;0;Read;CAUDAL_TOTALIZADO de EQUIPO_010;True
PLANTA_01.EQUIPO_010.NIVEL_TANQUE;.PLANTA_01_EQUIPO_010_NIVEL_TANQUE;Double;0.01;0;pct;1000;0;Read;NIVEL_TANQUE de EQUIPO_010;True
PLANTA_01.EQUIPO_010.VIBRACION_X;.PLANTA_01_EQUIPO_010_VIBRACION_X;Double;0.01;0;mms;1000;0;Read;VIBRACION_X de EQUIPO_010;True
PLANTA_01.EQUIPO_010.VIBRACION_Y;.PLANTA_01_EQUIPO_010_VIBRACION_Y;Double;0.01;0;mms;1000;0;Read;VIBRACION_Y de EQUIPO_010;True
PLANTA_01.EQUIPO_010.CORRIENTE_MOTOR;.PLANTA_01_EQUIPO_010_CORRIENTE_MOTOR;Double;0.1;0;A;1000;0;Read;CORRIENTE_MOTOR de EQUIPO_010;True
PLANTA_01.EQUIPO_010.TENSION_MOTOR;.PLANTA_01_EQUIPO_010_TENSION_MOTOR;Double;1;0;V;1000;0;Read;TENSION_MOTOR de EQUIPO_010;True
PLANTA_01.EQUIPO_010.POTENCIA_ACTIVA;.PLANTA_01_EQUIPO_010_POTENCIA_ACTIVA;Double;0.01;0;kW;1000;0;Read;POTENCIA_ACTIVA de EQUIPO_010;True
PLANTA_01.EQUIPO_010.VELOCIDAD_MOTOR;.PLANTA_01_EQUIPO_010_VELOCIDAD_MOTOR;Double;1;0;rpm;1000;0;Read;VELOCIDAD_MOTOR de EQUIPO_010;True
PLANTA_01.EQUIPO_010.TORQUE;.PLANTA_01_EQUIPO_010_TORQUE;Double;0.1;0;Nm;1000;0;Read;TORQUE de EQUIPO_010;True
PLANTA_01.EQUIPO_010.DENSIDAD;.PLANTA_01_EQUIPO_010_DENSIDAD;Double;1;0;kgm3;1000;0;Read;DENSIDAD de EQUIPO_010;True
PLANTA_01.EQUIPO_010.VISCOSIDAD;.PLANTA_01_EQUIPO_010_VISCOSIDAD;Double;0.01;0;cP;1000;0;Read;VISCOSIDAD de EQUIPO_010;True
PLANTA_01.EQUIPO_010.PH;.PLANTA_01_EQUIPO_010_PH;Double;0.001;0;pH;1000;0;Read;PH de EQUIPO_010;True
PLANTA_01.EQUIPO_010.CONDUCTIVIDAD;.PLANTA_01_EQUIPO_010_CONDUCTIVIDAD;Double;1;0;uScm;1000;0;Read;CONDUCTIVIDAD de EQUIPO_010;True
PLANTA_01.EQUIPO_010.HUMEDAD;.PLANTA_01_EQUIPO_010_HUMEDAD;Double;0.01;0;pct;1000;0;Read;HUMEDAD de EQUIPO_010;True
PLANTA_01.EQUIPO_010.APERTURA_VALVULA;.PLANTA_01_EQUIPO_010_APERTURA_VALVULA;Double;0.01;0;pct;1000;0;Read;APERTURA_VALVULA de EQUIPO_010;True
PLANTA_01.EQUIPO_010.SETPOINT_PRESION;.PLANTA_01_EQUIPO_010_SETPOINT_PRESION;Double;1;0;bar;1000;0;Read;SETPOINT_PRESION de EQUIPO_010;True
PLANTA_01.EQUIPO_010.SETPOINT_TEMPERATURA;.PLANTA_01_EQUIPO_010_SETPOINT_TEMPERATURA;Double;1;0;C;1000;0;Read;SETPOINT_TEMPERATURA de EQUIPO_010;True
PLANTA_01.EQUIPO_010.HORAS_SERVICIO;.PLANTA_01_EQUIPO_010_HORAS_SERVICIO;Double;0.1;0;h;1000;0;Read;HORAS_SERVICIO de EQUIPO_010;True
PLANTA_01.EQUIPO_010.EFICIENCIA;.PLANTA_01_EQUIPO_010_EFICIENCIA;Double;0.01;0;pct;1000;0;Read;EFICIENCIA de EQUIPO_010;True
PLANTA_01.EQUIPO_010.CONSUMO_ESPECIFICO;.PLANTA_01_EQUIPO_010_CONSUMO_ESPECIFICO;Double;0.001;0;kWhm3;1000;0;Read;CONSUMO_ESPECIFICO de EQUIPO_010;True
PLANTA_01.EQUIPO_010.ESTADO_BOMBA;.PLANTA_01_EQUIPO_010_ESTADO_BOMBA;Boolean;1;0;;1000;0;Read;ESTADO_BOMBA de EQUIPO_010;True
PLANTA_01.EQUIPO_010.ESTADO_VALVULA;.PLANTA_01_EQUIPO_010_ESTADO_VALVULA;Boolean;1;0;;1000;0;Read;ESTADO_VALVULA de EQUIPO_010;True
PLANTA_01.EQUIPO_010.ALARMA_ALTA;.PLANTA_01_EQUIPO_010_ALARMA_ALTA;Boolean;1;0;;1000;0;Read;ALARMA_ALTA de EQUIPO_010;True
PLANTA_01.EQUIPO_010.ALARMA_BAJA;.PLANTA_01_EQUIPO_010_ALARMA_BAJA;Boolean;1;0;;1000;0;Read;ALARMA_BAJA de EQUIPO_010;True
PLANTA_01.EQUIPO_010.MODO_AUTOMATICO;.PLANTA_01_EQUIPO_010_MODO_AUTOMATICO;Boolean;1;0;;1000;0;Read;MODO_AUTOMATICO de EQUIPO_010;True
PLANTA_01.EQUIPO_010.PERMISO_ARRANQUE;.PLANTA_01_EQUIPO_010_PERMISO_ARRANQUE;Boolean;1;0;;1000;0;Read;PERMISO_ARRANQUE de EQUIPO_010;True
PLANTA_01.EQUIPO_010.FALLA_GENERAL;.PLANTA_01_EQUIPO_010_FALLA_GENERAL;Boolean;1;0;;1000;0;Read;FALLA_GENERAL de EQUIPO_010;True
PLANTA_01.EQUIPO_010.CONFIRMACION_MARCHA;.PLANTA_01_EQUIPO_010_CONFIRMACION_MARCHA;Boolean;1;0;;1000;0;Read;CONFIRMACION_MARCHA de EQUIPO_010;True
PLANTA_01.EQUIPO_010.SELECTOR_LOCAL_REMOTO;.PLANTA_01_EQUIPO_010_SELECTOR_LOCAL_REMOTO;Boolean;1;0;;1000;0;Read;SELECTOR_LOCAL_REMOTO de EQUIPO_010;True
PLANTA_01.EQUIPO_010.EN_MANTENIMIENTO;.PLANTA_01_EQUIPO_010_EN_MANTENIMIENTO;Boolean;1;0;;1000;0;Read;EN_MANTENIMIENTO de EQUIPO_010;True
PLANTA_01.EQUIPO_010.CONTADOR_ARRANQUES;.PLANTA_01_EQUIPO_010_CONTADOR_ARRANQUES;Int32;1;0;;1000;0;Read;CONTADOR_ARRANQUES de EQUIPO_010;True
PLANTA_01.EQUIPO_010.CONTADOR_ALARMAS;.PLANTA_01_EQUIPO_010_CONTADOR_ALARMAS;Int32;1;0;;1000;0;Read;CONTADOR_ALARMAS de EQUIPO_010;True
PLANTA_01.EQUIPO_010.CODIGO_FALLA;.PLANTA_01_EQUIPO_010_CODIGO_FALLA;Int32;1;0;;1000;0;Read;CODIGO_FALLA de EQUIPO_010;True
PLANTA_01.EQUIPO_010.PASO_SECUENCIA;.PLANTA_01_EQUIPO_010_PASO_SECUENCIA;Int32;1;0;;1000;0;Read;PASO_SECUENCIA de EQUIPO_010;True
PLANTA_01.EQUIPO_010.RECETA_ACTIVA;.PLANTA_01_EQUIPO_010_RECETA_ACTIVA;String;1;0;;1000;0;Read;RECETA_ACTIVA de EQUIPO_010;True
PLANTA_01.EQUIPO_011.PRESION_ENTRADA;.PLANTA_01_EQUIPO_011_PRESION_ENTRADA;Double;1;0;bar;1000;0;Read;PRESION_ENTRADA de EQUIPO_011;True
PLANTA_01.EQUIPO_011.PRESION_SALIDA;.PLANTA_01_EQUIPO_011_PRESION_SALIDA;Double;1;0;bar;1000;0;Read;PRESION_SALIDA de EQUIPO_011;True
PLANTA_01.EQUIPO_011.TEMPERATURA_ENTRADA;.PLANTA_01_EQUIPO_011_TEMPERATURA_ENTRADA;Double;1;0;C;1000;0;Read;TEMPERATURA_ENTRADA de EQUIPO_011;True
PLANTA_01.EQUIPO_011.TEMPERATURA_SALIDA;.PLANTA_01_EQUIPO_011_TEMPERATURA_SALIDA;Double;1.8;32;F;1000;0;Read;TEMPERATURA_SALIDA de EQUIPO_011;True
PLANTA_01.EQUIPO_011.CAUDAL_INSTANTANEO;.PLANTA_01_EQUIPO_011_CAUDAL_INSTANTANEO;Double;1;0;m3h;1000;0;Read;CAUDAL_INSTANTANEO de EQUIPO_011;True
